LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,PoolArea,SalePrice
70,8393,5,5,1959,1626,1712,0,1712,8,588,0,145000
59,16466,5,7,1955,816,872,521,1393,8,300,0,135500
95,15865,8,6,1970,2217,2217,0,2217,8,621,0,268000
128,12160,6,4,1953,1505,1505,0,1505,6,505,0,149500
60,8064,5,7,1949,672,672,252,924,6,576,0,122900
70,11184,6,5,1978,918,918,765,1683,7,440,0,172500
70,8414,6,8,1963,1059,1068,0,1068,6,264,0,154500
NA,13284,5,5,1954,1383,1383,0,1383,6,354,0,165000
64,7018,5,5,1979,0,1535,0,1535,8,400,0,118858
71,7056,6,5,1963,780,983,813,1796,8,483,0,140000
50,8765,4,6,1936,951,951,0,951,6,327,0,106500
64,7018,5,5,1979,0,1120,1120,2240,12,528,0,142953
100,12919,9,5,2009,2330,2364,0,2364,11,820,0,611657
65,6993,5,7,1961,912,1236,0,1236,6,288,0,135000
NA,7340,4,6,1971,858,858,0,858,4,684,0,110000
64,8712,5,7,1957,992,1306,0,1306,5,756,0,153000
63,7875,7,5,2003,783,807,702,1509,8,393,0,180000
50,14859,7,5,2006,1670,1670,0,1670,7,690,0,240000
NA,6173,5,6,1967,876,902,0,902,6,288,0,125500
80,9920,5,5,1954,1056,1063,0,1063,6,280,0,128000
116,13501,8,5,2006,1623,1636,0,1636,8,865,0,255000
86,11500,7,7,1936,1017,1020,1037,2057,6,180,0,250000
NA,8885,5,5,1983,864,902,0,902,5,484,0,131000
149,12589,6,5,2005,742,742,742,1484,8,390,0,174000
80,11600,5,5,1960,1105,1105,1169,2274,12,480,0,154300
NA,9286,5,7,1977,1268,1268,0,1268,5,252,0,143500
51,6120,5,7,1925,768,1015,0,1015,6,450,0,88000
82,6270,5,6,1949,1001,1001,1001,2002,8,871,0,145000
30,3000,6,5,2009,612,612,612,1224,4,528,0,173733
21,2001,4,5,1970,546,546,546,1092,6,286,0,75000
50,9000,2,3,1949,480,480,0,480,4,308,0,35311
NA,17140,4,6,1956,1134,1229,0,1229,6,284,0,135000
103,13125,7,5,1991,1104,912,1215,2127,8,833,0,238000
87,11029,6,8,1958,1184,1414,0,1414,6,601,0,176500
70,8462,6,5,1994,928,936,785,1721,7,471,0,201000
67,8777,5,7,1900,1272,1272,928,2200,9,0,0,145900
65,10237,6,5,2005,1316,1316,0,1316,6,397,0,169990
50,8012,6,5,1993,1604,1617,0,1617,5,533,0,193000
79,10240,6,6,1980,1686,1686,0,1686,7,612,0,207500
NA,15611,5,6,1977,1126,1126,0,1126,6,540,0,175000
93,11999,8,5,2003,1181,1234,1140,2374,10,656,0,285000
NA,9900,7,5,1968,832,1098,880,1978,9,486,0,176000
NA,11838,8,5,2001,1753,1788,0,1788,7,522,0,236500
NA,13006,7,5,1997,964,993,1243,2236,8,642,0,222000
73,8925,8,5,2007,1466,1466,0,1466,7,610,0,201000
70,9100,5,6,1965,925,925,0,925,5,429,0,117500
84,11670,9,5,2006,1905,1905,0,1905,8,788,0,320000
63,8487,7,5,2004,1500,1500,0,1500,6,570,0,190000
313,27650,7,7,1960,585,2069,0,2069,9,505,0,242000
52,5825,4,5,1926,600,747,0,747,5,528,0,79900
67,10083,7,5,2003,1176,1200,0,1200,5,555,0,184900
75,9675,7,5,2005,1113,1113,858,1971,8,689,0,253000
73,8760,7,5,2006,1391,1391,571,1962,7,868,0,239799
NA,24090,7,7,1940,1032,1207,1196,2403,10,349,0,244400
55,12640,6,5,1976,1728,1728,0,1728,8,574,0,150900
NA,8755,7,5,1999,992,1022,1038,2060,8,390,0,214000
42,7711,4,3,1977,1440,1440,0,1440,8,0,0,150000
100,25000,5,4,1967,1632,1632,0,1632,8,576,0,143000
NA,14375,6,6,1958,819,1344,0,1344,7,525,0,137500
98,8820,5,6,1890,1088,1188,561,1869,7,456,0,124900
70,8163,5,6,1959,1144,1144,0,1144,6,796,0,143000
85,14536,8,5,2002,1616,1629,0,1629,9,808,0,270000
65,14006,7,5,2002,936,936,840,1776,7,474,0,192500
78,9360,6,7,1972,1161,1381,0,1381,5,676,0,197500
60,7200,5,8,1950,864,864,0,864,5,720,0,129000
60,7800,5,5,1965,828,965,0,965,6,300,0,119900
60,7200,5,8,1972,768,768,0,768,5,396,0,133900
NA,11075,5,4,1969,784,1168,800,1968,7,530,0,172000
35,9400,6,5,1975,945,980,0,980,4,0,0,127500
82,7136,6,6,1946,979,979,979,1958,8,492,0,145000
24,1300,6,6,1980,561,561,668,1229,5,462,0,124000
70,7420,5,5,1962,1057,1057,0,1057,6,576,0,132000
65,8450,7,5,2003,1337,1337,0,1337,6,531,0,185000
24,2572,7,5,1999,696,696,720,1416,6,484,0,155000
50,7207,5,7,1958,858,858,0,858,4,0,0,116500
NA,12227,6,7,1977,1330,1542,1330,2872,11,619,0,272000
24,2308,6,6,1976,804,804,744,1548,7,440,0,155000
122,11923,9,5,2007,1800,1800,0,1800,7,702,0,239000
80,11316,7,5,2002,817,824,1070,1894,8,510,0,214900
65,10237,6,5,2005,783,783,701,1484,8,393,0,178900
130,9600,5,7,1940,728,976,332,1308,7,256,0,160000
NA,7390,5,7,1955,1098,1098,0,1098,6,260,0,135000
50,5925,3,6,1910,600,600,368,968,6,0,0,37900
75,10382,6,5,1958,588,1095,0,1095,6,264,0,140000
60,10800,4,4,1949,720,720,472,1192,6,0,0,135000
36,2268,7,5,2003,764,764,862,1626,6,474,0,173000
55,7892,6,5,1979,918,918,0,918,5,264,0,99500
95,11639,7,5,2007,1428,1428,0,1428,6,480,0,182000
60,11414,7,8,1910,728,1136,883,2019,8,532,0,167500
NA,2651,7,5,2000,673,673,709,1382,6,490,0,165000
51,5900,4,7,1923,440,869,0,869,4,0,0,85500
35,4274,7,5,2006,1241,1241,0,1241,4,569,0,199900
68,9450,4,5,1954,894,894,0,894,5,400,0,110000
80,8816,5,6,1963,1121,1121,0,1121,5,480,0,139000
NA,12122,7,9,1961,944,999,0,999,6,588,0,178400
98,12203,8,5,1998,1225,1276,1336,2612,8,676,0,336000
43,3182,7,5,2007,1266,1266,0,1266,6,388,0,159895
NA,11250,8,5,2002,1128,1149,1141,2290,9,779,0,255900
75,10125,5,5,1977,0,1302,432,1734,8,539,0,126000
68,10880,5,5,1950,1164,1164,0,1164,5,240,0,125000
59,5310,6,8,1910,485,1001,634,1635,5,255,0,117000
83,10159,9,5,2009,1930,1940,0,1940,8,606,0,395192
NA,12046,6,6,1976,848,1118,912,2030,8,551,0,195000
65,8125,7,5,2006,770,778,798,1576,6,614,0,197000
82,9452,8,5,1997,1396,1407,985,2392,7,870,0,348000
121,17671,8,9,1882,916,916,826,1742,8,424,0,168000
80,9760,6,8,1964,822,1020,831,1851,7,440,0,187000
68,8846,6,5,2005,750,750,750,1500,6,564,0,173900
96,12456,10,5,2006,1700,1718,0,1718,7,786,0,337500
51,4712,4,7,1946,747,774,456,1230,5,305,0,121600
NA,10659,5,6,1961,1050,1050,0,1050,6,368,0,136500
NA,11717,6,6,1970,1442,1442,0,1442,6,615,0,185000
60,9786,3,4,1922,1007,1077,0,1077,6,210,0,91000
64,6762,7,5,2006,1187,1208,0,1208,6,632,0,206000
74,10206,3,3,1952,0,944,0,944,4,528,0,82000
60,5400,5,6,1920,691,691,0,691,4,216,0,86000
75,11957,8,5,2006,1574,1574,0,1574,7,824,0,232000
NA,11500,5,6,1976,1680,1680,0,1680,8,528,0,136905
43,3182,7,5,2005,1346,1504,0,1504,7,457,0,181000
65,8385,5,8,1977,985,985,0,985,6,328,0,149900
NA,12155,6,3,1970,1657,1657,0,1657,7,484,0,163500
21,2217,4,4,1970,546,546,546,1092,6,286,0,88000
43,12118,7,5,2004,1710,1710,0,1710,7,550,0,240000
60,6000,5,5,1926,1008,1008,0,1522,7,0,0,102000
115,21286,5,5,1948,720,720,551,1271,7,312,0,135000
75,9825,5,5,1965,0,1664,0,1664,8,0,0,100000
55,10592,6,7,1923,602,900,602,1502,7,180,0,165000
60,7200,5,4,1910,1022,1022,0,1022,4,280,0,85000
60,11664,6,5,1948,1082,1082,0,1082,5,240,0,119200
70,8400,8,6,2001,810,810,855,1665,6,528,0,227000
73,11883,7,5,1996,1504,1504,0,1504,6,478,0,203000
NA,5814,8,5,1984,1220,1360,0,1360,4,565,0,187500
NA,10784,7,5,1991,384,802,670,1472,7,402,0,160000
43,3013,7,5,2005,1362,1506,0,1506,6,440,0,213490
60,7024,4,5,2005,1132,1132,0,1132,5,451,0,176000
64,7406,7,5,2006,1199,1220,0,1220,6,632,0,194000
52,9439,5,5,1930,912,912,336,1248,6,160,0,87000
43,3182,7,5,2005,1346,1504,0,1504,7,437,0,191000
NA,15498,8,6,1976,1565,2898,0,2898,10,665,0,287000
70,7700,5,5,1972,882,882,0,882,5,461,0,112500
73,9300,5,5,1960,1268,1264,0,1264,6,461,0,167500
71,9520,8,5,2007,1638,1646,0,1646,7,800,0,293077
79,9492,5,5,1941,768,968,408,1376,6,240,0,105000
21,1680,6,7,1972,672,672,546,1218,7,264,0,118000
NA,7082,5,8,1916,686,948,980,1928,10,0,0,160000
102,15863,7,3,1920,824,1687,998,3082,12,672,0,197000
NA,14541,8,7,1993,1338,1352,1168,2520,10,796,0,310000
NA,8125,7,5,2002,1654,1654,0,1654,6,900,0,230000
50,6305,5,7,1938,920,954,0,954,5,240,0,119750
NA,11500,4,3,1957,0,845,0,845,5,290,0,84000
89,12898,9,5,2007,1620,1620,0,1620,6,912,0,315500
NA,9240,8,5,2001,1055,1055,1208,2263,7,905,0,287000
21,1533,4,6,1970,546,798,546,1344,6,0,0,97000
21,1477,4,4,1970,630,630,0,630,3,286,0,80000
88,13125,5,4,1957,1134,1803,0,1803,8,484,0,155000
NA,9130,6,8,1966,800,800,832,1632,7,484,0,173000
34,5381,6,5,2005,1306,1306,0,1306,5,624,0,196000
86,11839,7,5,1990,1475,1532,797,2329,10,514,0,262280
80,9600,8,5,1981,2524,2524,0,2524,9,542,0,278000
NA,13680,3,5,1955,0,1733,0,1733,8,452,0,139600
85,16056,9,5,2005,1992,1992,876,2868,11,716,0,556581
57,9245,5,5,1994,990,990,0,990,5,672,0,145000
100,21750,5,4,1960,0,1771,0,1771,9,336,0,115000
60,11100,4,7,1946,0,930,0,930,6,308,0,84900
73,8993,7,5,2007,1302,1302,0,1302,6,436,0,176485
103,11175,7,5,2007,1316,1316,0,1316,6,440,0,200141
100,9500,6,6,1964,816,1127,850,1977,9,540,0,165000
68,8562,5,6,1957,1216,1526,0,1526,7,364,0,144500
90,11367,8,5,2002,1065,1091,898,1989,7,586,0,255000
104,11361,6,5,1976,1193,1523,0,1523,7,478,0,180000
43,7052,7,5,2005,1364,1364,0,1364,6,484,0,185850
NA,29959,7,6,1994,973,979,871,1850,7,467,0,248000
96,11308,9,5,2008,1104,1130,1054,2184,10,836,0,335000
NA,11275,6,7,1932,854,1096,895,1991,7,432,0,220000
41,4920,8,5,2001,1338,1338,0,1338,6,582,0,213500
120,18000,3,4,1935,894,894,0,894,6,1248,0,81000
85,13600,5,5,1900,662,1422,915,2337,10,560,0,90000
50,6000,6,6,1925,1103,1103,0,1103,5,440,0,110500
NA,11000,5,6,1966,1154,1154,0,1154,6,480,0,154000
80,14000,7,5,1996,1306,1306,954,2260,7,533,0,328000
59,7837,6,7,1993,799,799,772,1571,7,380,0,178000
80,9760,6,6,1964,780,798,813,1611,7,442,0,167900
42,3964,6,4,1973,942,1291,1230,2521,10,576,0,151400
60,9600,5,7,1949,845,893,0,893,4,576,0,135000
72,10152,5,5,1956,1048,1048,0,1048,6,286,0,135000
78,11700,6,6,1968,727,829,727,1556,8,441,0,154000
50,7585,5,3,1948,810,1002,454,1456,7,280,0,91500
75,7950,6,6,1977,690,698,728,1426,6,440,0,159500
74,8556,7,5,2006,1240,1240,0,1240,5,826,0,194000
75,13125,7,6,1940,800,960,780,1740,6,240,0,219500
60,10800,5,8,1936,796,1096,370,1466,7,566,0,170000
NA,15870,5,5,1969,1096,1096,0,1096,6,299,0,138800
37,4435,6,5,2004,848,848,0,848,3,420,0,155900
65,8775,5,5,1994,990,990,0,990,5,299,0,126000
80,11040,6,7,1971,1258,1258,0,1258,5,528,0,145000
75,7500,5,5,1963,1040,1040,0,1040,5,308,0,133000
70,8749,7,5,2002,1459,1459,0,1459,6,527,0,192000
80,8800,6,6,1964,1251,1251,0,1251,6,461,0,160000
NA,13031,6,5,1995,691,691,807,1498,6,409,0,187500
73,9069,6,6,1992,936,996,0,996,5,564,0,147000
NA,1974,4,5,1973,546,546,546,1092,6,286,0,83500
85,10574,8,5,2005,1082,1082,871,1953,9,1043,0,252000
24,2522,7,5,2004,970,970,739,1709,7,380,0,137500
37,3316,8,5,2005,1247,1247,0,1247,4,550,0,197000
60,8544,3,4,1950,0,1040,0,1040,6,400,0,92900
24,2160,7,5,1999,600,624,628,1252,4,462,0,160000
60,8400,6,5,1925,1181,1390,304,1694,7,576,0,136500
71,9230,5,8,1965,864,1200,0,1200,6,884,0,146000
74,5868,5,7,1956,936,936,0,936,4,308,0,129000
78,9317,6,5,2006,1314,1314,0,1314,6,440,0,176432
60,6882,6,7,1914,684,773,582,1355,7,0,0,127000
NA,3696,8,5,1986,1074,1088,0,1088,5,461,0,170000
50,6000,4,6,1936,672,757,567,1324,6,240,0,128000
82,11880,7,5,1978,1271,1601,0,1601,7,478,0,157000
60,8400,2,5,1920,290,438,0,438,3,246,0,60000
61,9758,5,5,1971,950,950,0,950,5,280,0,119500
70,7000,5,7,1960,1010,1134,0,1134,6,254,0,135000
79,8910,6,6,1959,655,1194,0,1194,6,539,0,159500
24,2016,5,5,1970,630,630,672,1302,6,440,0,106000
98,12256,8,5,1994,1463,1500,1122,2622,9,712,0,325000
114,10357,7,5,1990,910,1442,0,1442,6,719,0,179900
168,23257,7,5,2006,868,887,1134,2021,9,422,0,274725
NA,8063,6,5,2000,924,948,742,1690,7,463,0,181000
107,11362,8,5,2004,1836,1836,0,1836,7,862,0,280000
NA,8000,6,5,1995,773,773,885,1658,8,431,0,188000
80,10480,7,6,1976,803,1098,866,1964,8,483,0,205000
73,7100,5,7,1957,816,816,0,816,5,308,0,129900
66,8923,5,7,1953,1008,1008,0,1008,6,240,0,134500
90,5400,5,7,1954,833,833,0,833,4,326,0,117000
93,12085,8,5,2007,1734,1734,0,1734,7,928,0,318000
NA,7750,8,5,2002,408,779,640,1419,7,527,0,184100
57,9764,5,7,1967,894,894,0,894,5,450,0,130000
85,13825,5,6,1958,533,1021,580,1601,6,300,0,140000
70,7560,5,5,1959,1040,1040,0,1040,6,286,0,133700
59,8263,6,5,1920,1012,1012,0,1012,6,308,0,118400
84,10084,7,5,2005,1552,1552,0,1552,7,782,0,212900
NA,8926,4,3,1956,672,960,0,960,5,288,0,112000
50,9405,5,9,1947,698,698,0,698,4,0,0,118000
NA,9125,7,5,1992,384,812,670,1482,7,392,0,163900
60,10434,4,5,1955,1005,1005,0,1005,5,672,0,115000
53,3684,7,5,2007,1373,1555,0,1555,7,660,0,174000
182,14572,7,5,2004,1530,1530,0,1530,7,630,0,259000
59,11796,7,5,2004,847,847,1112,1959,8,434,0,215000
60,7200,5,5,1980,936,936,0,936,4,672,0,140000
65,7804,4,3,1928,1122,1328,653,1981,7,576,0,135000
63,10712,5,5,1991,974,974,0,974,5,0,0,93500
90,9900,6,4,1880,1008,1178,1032,2210,8,205,0,117500
80,9828,8,5,1995,1128,1142,878,2020,8,466,0,239500
57,8773,6,5,1997,916,916,684,1600,7,460,0,169000
60,6180,6,5,1926,960,986,0,986,5,180,0,102000
80,9600,6,5,1950,1032,1032,220,1252,6,288,0,119000
54,6342,5,8,1875,780,780,240,1020,6,0,0,94000
NA,9819,6,5,1977,1567,1567,0,1567,5,714,0,196000
98,8731,5,5,1920,915,1167,0,1167,6,495,0,144000
60,7350,5,7,1951,952,952,0,952,4,840,0,139000
NA,10304,5,7,1976,780,1088,780,1868,9,484,0,197500
77,9965,8,5,2006,1466,1466,1362,2828,11,1052,0,424870
NA,9000,5,3,1959,1006,1006,0,1006,5,0,0,80000
60,12180,4,4,1941,672,672,252,924,5,280,0,80000
52,6240,5,6,1928,1042,1042,534,1576,8,225,0,149000
NA,11200,6,5,1985,1298,1298,0,1298,5,403,0,180000
75,12000,7,7,1941,704,860,704,1564,7,234,0,174500
NA,5700,7,7,1926,572,572,539,1111,5,288,0,116900
50,9000,7,9,1920,650,832,650,1482,7,324,0,143000
57,8280,6,5,1950,932,932,0,932,4,306,0,124000
134,17755,5,4,1959,1466,1466,0,1466,6,528,0,149900
90,14115,6,7,1956,1073,1811,0,1811,6,470,0,230000
NA,5890,6,8,1930,816,816,0,816,5,432,0,120500
NA,13700,7,6,1965,864,902,918,1820,8,492,0,201800
90,10768,5,8,1976,1437,1437,0,1437,6,528,0,218000
85,9350,5,8,1965,1219,1265,0,1265,6,502,0,179900
34,5001,7,5,2007,1314,1314,0,1314,6,626,0,230000
92,11932,8,5,2007,1580,1580,0,1580,7,830,0,235128
76,9120,6,6,1974,901,943,933,1876,8,540,0,185000
24,2280,6,5,1978,855,855,601,1456,7,440,0,146000
NA,14778,6,7,1954,1296,1640,0,1640,7,924,0,224000
109,8724,5,5,1968,894,894,0,894,5,450,0,129000
60,12900,4,4,1969,1198,1258,0,1258,6,400,0,108959
NA,16157,5,7,1978,1360,1432,0,1432,5,588,0,194000
79,9541,7,5,2009,1502,1502,0,1502,7,644,0,233170
64,10475,8,5,2008,1694,1694,0,1694,7,776,0,245350
58,10852,6,5,2000,959,959,712,1671,7,472,0,173000
120,13728,6,7,1935,1127,1236,872,2108,7,540,0,235000
118,35760,10,5,1995,1930,1831,1796,3627,10,807,0,625000
76,9880,6,6,1977,1096,1118,0,1118,6,358,576,171000
76,9120,6,6,1958,1261,1261,0,1261,6,433,0,163000
35,4017,7,5,2006,625,625,625,1250,5,625,0,171900
138,18030,5,6,1946,1598,1636,971,3086,12,0,0,200500
80,16560,6,8,1932,952,1170,1175,2345,9,360,0,239000
85,10678,8,5,1992,1683,2129,743,2872,9,541,0,285000
37,6951,5,5,1984,876,923,0,923,5,264,0,119500
NA,3950,6,8,1926,818,818,406,1224,5,210,0,115000
54,7681,5,6,1921,731,820,523,1343,7,186,0,154900
77,8335,5,5,1954,0,1124,0,1124,5,0,0,93000
NA,11170,7,5,1990,1216,1298,1216,2514,8,693,0,250000
64,5587,8,5,2008,1600,1652,0,1652,5,482,0,392500
160,15623,10,5,1996,2396,2411,2065,4476,10,813,555,745000
60,10800,5,6,1920,1120,1130,0,1130,5,720,0,120000
50,35133,5,4,1963,1572,1572,0,1572,5,995,0,186700
60,9738,5,7,1924,784,949,272,1221,7,392,0,104900
107,10615,3,5,1900,978,1014,685,1699,7,420,0,95000
89,12461,8,5,1994,1624,1624,0,1624,5,757,0,262000
68,8935,7,5,2002,831,831,829,1660,7,493,0,195000
60,7500,7,5,1999,994,1028,776,1804,7,442,0,189000
NA,32463,4,4,1961,1249,1622,0,1622,7,1356,0,168000
24,2645,8,5,1999,776,764,677,1441,5,492,0,174000
60,9600,5,8,1925,702,842,630,1472,6,250,0,125000
NA,4500,6,5,1999,1224,1224,0,1224,5,402,0,165000
80,9364,6,7,1969,663,663,689,1352,7,299,0,158000
51,8029,6,5,2005,728,728,728,1456,8,400,0,176000
58,14054,7,5,2006,879,879,984,1863,9,660,0,219210
65,8850,7,6,1916,815,815,875,1690,7,225,0,144000
70,9100,7,5,2001,1212,1212,0,1212,6,573,0,178000
75,11235,4,5,1963,1051,1382,0,1382,6,459,0,148000
71,9353,4,5,1970,864,864,0,864,5,280,0,116050
80,10400,7,5,1998,866,866,913,1779,6,546,0,197900
50,6000,5,8,1925,884,884,464,1348,5,216,0,117000
75,9750,7,5,2000,1630,1630,0,1630,6,451,0,213000
78,10140,5,6,1975,1056,1074,0,1074,6,495,0,153500
90,14684,7,7,1990,2158,2196,0,2196,7,701,0,271900
NA,8900,4,4,1966,1056,1056,0,1056,5,384,0,107000
70,9135,6,5,2003,1682,1700,0,1700,7,544,0,200000
70,7763,5,7,1962,931,1283,0,1283,6,506,0,140000
85,10182,8,5,2006,1660,1660,0,1660,8,500,0,290000
70,11218,6,5,1992,1055,1055,790,1845,8,462,0,189000
152,12134,8,7,1988,559,1080,672,1752,8,492,0,164000
50,9340,4,6,1941,672,672,0,672,4,234,0,113000
NA,10246,4,9,1965,648,960,0,960,3,364,0,145000
69,10205,5,5,1962,925,999,0,999,6,300,0,134500
99,7094,5,5,1966,894,894,0,894,5,384,0,125000
68,8930,6,5,1978,0,1318,584,1902,8,539,0,112000
72,8640,8,5,2009,1300,1314,0,1314,6,552,0,229456
52,6240,4,5,1947,0,672,240,912,3,0,0,80500
21,1680,6,5,1971,672,672,546,1218,7,0,0,91500
66,7800,5,5,1964,912,912,0,912,5,288,0,115000
55,8250,5,5,1968,952,1211,0,1211,5,322,0,134000
78,10496,6,6,1949,1040,1168,678,1846,7,315,0,143000
89,10680,5,3,1951,2136,2136,0,2136,7,528,0,137900
60,15384,7,5,2004,788,788,702,1490,8,388,0,184000
65,10482,6,8,1958,588,1138,0,1138,6,264,0,145000
86,14598,6,5,2007,894,894,1039,1933,9,668,0,214000
72,8872,5,8,1965,912,912,0,912,5,576,0,147000
65,8769,9,5,2008,1702,1702,0,1702,7,1052,0,367294
70,7910,5,5,1960,1075,1507,0,1507,7,404,0,127000
NA,18890,5,5,1977,1361,1361,1259,2620,12,600,0,190000
70,7728,5,6,1962,1106,1190,0,1190,6,540,0,132500
70,9842,4,5,1962,0,1224,0,1224,6,462,0,101800
NA,12160,5,5,1959,1188,1188,0,1188,6,531,0,142000
55,8525,5,6,1911,940,1024,940,1964,7,0,0,130000
96,13132,5,5,1914,747,892,892,1784,9,180,0,138887
36,2628,7,5,2003,764,764,862,1626,6,474,0,175500
41,12393,7,5,2004,847,847,1101,1948,8,434,0,195000
63,13072,6,5,2005,1141,1141,0,1141,6,484,0,142500
64,9037,8,5,2006,1476,1484,0,1484,6,472,0,265900
65,8158,7,5,2003,884,884,884,1768,8,543,0,224900
83,9849,7,6,2007,1689,1689,0,1689,7,954,0,248328
85,10625,7,6,1974,1053,1173,0,1173,6,528,0,170000
107,13891,10,5,2006,2076,2076,0,2076,7,850,0,465000
NA,11435,8,7,1929,792,792,725,1517,7,400,0,230000
78,12090,6,7,1984,585,1140,728,1868,7,477,0,178000
65,8125,7,5,2005,756,756,797,1553,6,615,0,186500
NA,12328,6,5,1976,1012,1034,0,1034,6,888,0,169900
60,9600,6,5,1917,735,1134,924,2058,8,396,0,129500
60,7200,5,7,1950,876,988,0,988,6,276,0,119000
93,11160,7,5,1968,2110,2110,0,2110,8,522,0,244000
NA,3136,7,5,2003,1405,1405,0,1405,6,478,0,171750
62,9858,5,6,1968,864,874,0,874,5,288,0,130000
NA,17542,7,7,1974,1192,1516,651,2167,9,518,0,294000
60,6931,7,5,2003,746,760,896,1656,7,397,0,165400
52,6240,6,6,1931,884,959,408,1367,6,560,0,127500
91,14303,8,5,1994,1986,1987,0,1987,7,691,0,301500
56,4060,5,8,1922,864,864,0,864,4,0,0,99900
59,9587,7,5,2005,856,1166,0,1166,5,400,0,190000
65,9750,6,8,1969,1054,1054,0,1054,6,460,0,151000
NA,24682,6,5,1999,841,892,783,1675,7,502,0,181000
80,9600,5,6,1956,1050,1050,0,1050,5,338,0,128900
NA,11250,4,5,1957,1104,1104,684,1788,8,304,0,161500
60,13515,6,6,1919,764,1060,764,1824,8,520,0,180500
34,4060,6,5,1998,1405,1337,0,1337,5,511,0,181000
35,3735,7,5,1999,691,713,739,1452,6,506,0,183900
60,10120,7,4,1910,925,964,925,1889,9,308,0,122000
89,13214,9,5,2008,2002,2018,0,2018,10,746,0,378500
NA,14100,8,9,1935,728,1968,1479,3447,11,1014,0,381000
78,11344,5,5,1958,874,874,650,1524,7,315,0,144000
NA,23595,7,6,1979,1332,1332,192,1524,4,586,0,260000
NA,9156,6,7,1968,1489,1489,0,1489,7,462,0,185750
NA,13526,5,6,1965,935,935,0,935,5,288,0,137000
124,11512,6,7,1959,1019,1357,0,1357,5,312,0,177000
53,5362,5,6,1910,661,661,589,1250,8,552,0,139000
95,11345,5,5,1948,928,928,992,1920,10,400,0,137000
NA,12936,6,6,1972,723,735,660,1395,6,497,0,162000
NA,17871,6,5,1967,1680,1724,0,1724,7,480,0,197900
75,9473,8,5,2002,1128,1128,903,2031,7,577,0,237000
60,7500,4,4,1920,698,698,430,1128,6,528,0,68400
67,9808,7,5,2002,1573,1573,0,1573,6,544,0,227000
50,8049,7,5,1990,1309,1339,0,1339,6,484,0,180000
61,8800,5,7,1977,1040,1040,0,1040,5,484,0,150500
94,9400,6,5,1971,912,912,912,1824,8,0,0,139000
50,9638,6,7,1919,804,1699,748,2447,10,336,0,169000
50,6000,6,6,1939,780,825,587,1412,6,280,0,132500
NA,9790,6,5,1963,1328,1328,0,1328,6,528,0,143000
NA,36500,5,5,1964,1624,1582,0,1582,7,390,0,190000
40,5664,8,5,2000,1501,1659,0,1659,5,499,0,278000
86,11065,8,5,2006,1085,1120,850,1970,8,753,0,281000
NA,14112,5,7,1964,1152,1152,0,1152,6,484,0,180500
21,1680,5,7,1972,630,630,672,1302,6,264,0,119500
60,6600,5,4,1892,994,1378,994,2372,11,432,0,107500
78,10140,7,5,1976,832,832,832,1664,8,528,0,162900
60,8172,5,7,1955,864,864,0,864,5,572,0,115000
70,8400,5,5,1968,1052,1052,0,1052,5,288,0,138500
80,8700,5,6,1963,1120,1128,0,1128,6,525,0,155000
35,3675,6,5,2005,547,1072,0,1072,5,525,0,140000
313,63887,10,5,2008,6110,4692,950,5642,12,1418,480,160000
75,7500,5,7,1959,1246,1246,0,1246,6,305,0,154000
NA,10762,7,5,1999,978,1005,978,1983,9,490,0,225000
NA,7500,6,7,1942,771,753,741,1494,7,213,0,177500
92,10120,8,5,1994,1165,1203,1323,2526,8,844,0,290000
73,8688,7,5,2005,1616,1616,0,1616,7,834,0,232000
32,3363,7,5,2004,976,976,732,1708,7,380,0,130000
108,13173,9,5,2006,1652,1652,0,1652,6,840,0,325000
48,6955,7,5,2005,1368,1368,0,1368,6,474,0,202500
60,8072,5,5,1994,990,990,0,990,5,480,0,138000
100,12000,5,7,1948,924,1122,0,1122,6,528,0,147000
NA,7153,6,5,1991,1278,1294,0,1294,6,496,0,179200
100,17500,7,8,1959,1902,1902,0,1902,7,567,0,335000
68,8814,7,5,2005,1274,1274,0,1274,6,508,0,203000
NA,9572,8,5,1990,1453,1453,1357,2810,9,750,0,302000
108,14774,9,5,1999,1393,1422,1177,2599,10,779,0,333168
60,8190,4,6,1954,948,948,0,948,5,280,0,119000
85,11075,6,5,1969,952,1092,1020,2112,9,576,0,206900
61,10226,8,5,2008,1622,1630,0,1630,8,860,0,295493
47,4230,7,5,2006,1352,1352,0,1352,5,466,0,208900
NA,14781,8,5,2001,1753,1787,0,1787,7,748,0,275000
75,10215,4,5,1954,864,948,0,948,5,248,0,111000
70,8400,6,3,1957,1478,1478,0,1478,6,442,0,156500
NA,6627,3,6,1949,0,720,0,720,4,287,0,72500
107,10186,7,5,1992,750,1061,862,1923,8,564,0,190000
50,5330,4,7,1940,420,708,0,708,5,0,0,82500
75,9986,8,5,2006,1795,1795,0,1795,7,895,0,147000
40,3636,4,4,1922,796,796,0,796,5,0,0,55000
70,4270,3,6,1931,544,774,0,774,6,0,0,79000
60,6600,5,9,1982,816,816,0,816,5,264,0,130500
60,10440,6,7,1920,1510,1584,1208,2792,8,520,0,256000
63,9084,7,5,1998,935,955,677,1632,8,462,0,176500
85,10000,8,5,2006,1588,1588,0,1588,7,825,0,227000
